"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ezh2",45.572348329224,-0.609680519965268,0.269256151211976,-2.26431417526015,0.023554798348678,0.667662417981893
"Rbmxl1",214.850715878652,-0.27442702523254,0.120882816799688,-2.27019052416099,0.0231960256958663,0.667662417981893
"Gcsh",174.383867363992,-0.299902287158407,0.130775729705704,-2.29325646152618,0.0218332442450081,0.667662417981893
"Mrpl42",293.123706438995,-0.24996354614087,0.109447660634143,-2.2838637636709,0.0223795388348441,0.667662417981893
"H3f3b",2656.19112305929,0.123440402119945,0.0537941315180951,2.29468156909313,0.0217513798088281,0.667662417981893
"Cfl2",224.336929990058,-0.287328128963539,0.125496504363315,-2.28953093491528,0.0220485226415661,0.667662417981893
"Pdcd6",280.307668988784,0.240872549036297,0.105353146943838,2.28633463758518,0.0222346889800991,0.667662417981893
"Hnrnpa1",628.142226294666,0.187164906007852,0.0821213040987535,2.27912729908405,0.0226594991655236,0.667662417981893
"Mrps6",198.227544520529,-0.283003943855604,0.124604623332058,-2.27121543557359,0.0231339394625287,0.667662417981893
"Vps35",168.660217871809,0.301569405826349,0.133963061146886,2.25113850970969,0.0243767660105065,0.680943215588953
"Txnrd1",97.9456686891328,0.370609293237782,0.165121095460622,2.24446968574143,0.0248021972488435,0.680943215588953
"Tnrc6b",48.0686296689199,0.583694731440632,0.259777807257156,2.24689990882411,0.0246464245519315,0.680943215588953
"Nolc1",189.082076204606,-0.279712319976745,0.124102919632257,-2.25387380736562,0.0242041078892989,0.680943215588953
"Atp5mk",589.940185256915,-0.174945966463321,0.0779815396306649,-2.24342796118027,0.0248692304823791,0.680943215588953
"Atp5mc1",818.755218867448,-0.153369721141781,0.0686724196386515,-2.23335251544651,0.0255257069239198,0.684939802458513
"Cox17",371.600168619414,-0.215005898812518,0.0961987154461136,-2.23501839723582,0.0254161409742926,0.684939802458513
"Sod2",163.422559931515,-0.330661846318744,0.147719905829397,-2.23843797125506,0.0251925081836657,0.684939802458513
"Plk2",207.374334314313,-0.338542811777885,0.151996790778584,-2.22730236634433,0.0259270724939026,0.691102429059324
"Flnb",52.374157123507,-0.549885156149483,0.247491186089387,-2.22183733020245,0.0262943009205204,0.691729158203232
"Rn18s-rs5",396.300455750507,0.266460644800331,0.119846167898278,2.22335556883634,0.0261918332145251,0.691729158203232
"Chchd7",165.727272451797,-0.325643594627257,0.147624957151236,-2.20588443113754,0.027392092588276,0.715929692648123
"Nmt2",140.741700816372,-0.386293300960261,0.17562658120463,-2.19951500684383,0.0278413232590809,0.722976297534197
"Mfge8",168.243562403003,0.289932698460554,0.132090067410939,2.1949621507767,0.028166312894043,0.72321422777073
"2410006H16Rik",734.29174268662,0.170991477085064,0.077923317470446,2.19435571579606,0.0282098468968955,0.72321422777073
"Nxt1",74.6558798531726,-0.485988199261514,0.222180104035853,-2.18736147131829,0.0287161464906066,0.72559877087431
"Pcbp1",440.54787529774,-0.207918260399262,0.0950684483493234,-2.1870374872984,0.0287397874807522,0.72559877087431
